prefix,max_len,min_len,usage,comment,tags,translated_comment
8136,11,6,Geographic Area Code,Markt Indersdorf,geographic,markt indersdorf
8137,11,6,Geographic Area Code,Petershausen,geographic,petershausen
8138,11,6,Geographic Area Code,Schwabhausen bei Dachau,geographic,schwabhausen bei dachau
8139,11,6,Geographic Area Code,Röhrmoos,geographic,roehrmoos
8141,11,6,Geographic Area Code,Fürstenfeldbruck,geographic,fuerstenfeldbruck
8142,11,6,Geographic Area Code,Olching,geographic,olching
8143,11,6,Geographic Area Code,Inning am Ammersee,geographic,inning am ammersee
8144,11,6,Geographic Area Code,Grafrath,geographic,grafrath
8145,11,6,Geographic Area Code,Mammendorf,geographic,mammendorf
8146,11,6,Geographic Area Code,Moorenweis,geographic,moorenweis
8151,11,6,Geographic Area Code,Starnberg,geographic,starnberg
8152,11,6,Geographic Area Code,Herrsching am Ammersee,geographic,herrsching am ammersee
8153,11,6,Geographic Area Code,Wessling,geographic,wessling
8157,11,6,Geographic Area Code,Feldafing,geographic,feldafing
8158,11,6,Geographic Area Code,Tutzing,geographic,tutzing
8161,11,6,Geographic Area Code,Freising,geographic,freising
8165,11,6,Geographic Area Code,Neufahrn bei Freising,geographic,neufahrn bei freising
8166,11,6,Geographic Area Code,Allershausen Oberbayern,geographic,allershausen oberbayern
8167,11,6,Geographic Area Code,Zolling,geographic,zolling
8168,11,6,Geographic Area Code,Attenkirchen,geographic,attenkirchen
8170,11,6,Geographic Area Code,Straßlach-Dingharting,geographic,strasslach-dingharting
8171,11,6,Geographic Area Code,Wolfratshausen,geographic,wolfratshausen
8176,11,6,Geographic Area Code,Egling bei Wolfratshausen,geographic,egling bei wolfratshausen
8177,11,6,Geographic Area Code,Münsing Starnberger See,geographic,muensing starnberger see
8178,11,6,Geographic Area Code,Icking,geographic,icking
8179,11,6,Geographic Area Code,Eurasburg an der Loisach,geographic,eurasburg an der loisach
8191,11,6,Geographic Area Code,Landsberg am Lech,geographic,landsberg am lech
8192,11,6,Geographic Area Code,Schondorf am Ammersee,geographic,schondorf am ammersee
8193,11,6,Geographic Area Code,Geltendorf,geographic,geltendorf
8194,11,6,Geographic Area Code,Vilgertshofen,geographic,vilgertshofen
8195,11,6,Geographic Area Code,Weil Kreis Landsberg am Lech,geographic,weil kreis landsberg am lech
8196,11,6,Geographic Area Code,Pürgen,geographic,puergen
8202,11,6,Geographic Area Code,Althegnenberg,geographic,althegnenberg
8203,11,6,Geographic Area Code,Grossaitingen,geographic,grossaitingen
8204,11,6,Geographic Area Code,Mickhausen,geographic,mickhausen
8205,11,6,Geographic Area Code,Dasing,geographic,dasing
8206,11,6,Geographic Area Code,Egling an der Paar,geographic,egling an der paar
8207,11,6,Geographic Area Code,Affing,geographic,affing
8208,11,6,Geographic Area Code,Eurasburg bei Augsburg,geographic,eurasburg bei augsburg
821,11,6,Geographic Area Code,Augsburg,geographic,augsburg
8221,11,6,Geographic Area Code,Günzburg,geographic,guenzburg
8222,11,6,Geographic Area Code,Burgau Schwaben,geographic,burgau schwaben
8223,11,6,Geographic Area Code,Ichenhausen,geographic,ichenhausen
8224,11,6,Geographic Area Code,Offingen Donau,geographic,offingen donau
8225,11,6,Geographic Area Code,Jettingen-Scheppach,geographic,jettingen-scheppach
8226,11,6,Geographic Area Code,Bibertal,geographic,bibertal
8230,11,6,Geographic Area Code,Gablingen,geographic,gablingen
8231,11,6,Geographic Area Code,Königsbrunn bei Augsburg,geographic,koenigsbrunn bei augsburg
8232,11,6,Geographic Area Code,Schwabmünchen,geographic,schwabmuenchen
8233,11,6,Geographic Area Code,Kissing,geographic,kissing
8234,11,6,Geographic Area Code,Bobingen,geographic,bobingen
8236,11,6,Geographic Area Code,Fischach,geographic,fischach
8237,11,6,Geographic Area Code,Aindling,geographic,aindling
8238,11,6,Geographic Area Code,Gessertshausen,geographic,gessertshausen
8239,11,6,Geographic Area Code,Langenneufnach,geographic,langenneufnach
8241,11,6,Geographic Area Code,Buchloe,geographic,buchloe
8243,11,6,Geographic Area Code,Fuchstal,geographic,fuchstal
8245,11,6,Geographic Area Code,Türkheim Wertach,geographic,tuerkheim wertach
8246,11,6,Geographic Area Code,Waal,geographic,waal
8247,11,6,Geographic Area Code,Bad Wörishofen,geographic,bad woerishofen
8248,11,6,Geographic Area Code,Lamerdingen,geographic,lamerdingen
8249,11,6,Geographic Area Code,Ettringen Wertach,geographic,ettringen wertach
8250,11,6,Geographic Area Code,Hilgertshausen-Tandern,geographic,hilgertshausen-tandern
8251,11,6,Geographic Area Code,Aichach,geographic,aichach
8252,11,6,Geographic Area Code,Schrobenhausen,geographic,schrobenhausen
8253,11,6,Geographic Area Code,Pöttmes,geographic,poettmes
8254,11,6,Geographic Area Code,Altomünster,geographic,altomuenster
8257,11,6,Geographic Area Code,Inchenhofen,geographic,inchenhofen
8258,11,6,Geographic Area Code,Sielenbach,geographic,sielenbach
8259,11,6,Geographic Area Code,Schiltberg,geographic,schiltberg
8261,11,6,Geographic Area Code,Mindelheim,geographic,mindelheim
8262,11,6,Geographic Area Code,Mittelneufnach,geographic,mittelneufnach
8263,11,6,Geographic Area Code,Breitenbrunn Schwaben,geographic,breitenbrunn schwaben
8265,11,6,Geographic Area Code,Pfaffenhausen Schwaben,geographic,pfaffenhausen schwaben
8266,11,6,Geographic Area Code,Kirchheim in Schwaben,geographic,kirchheim in schwaben
8267,11,6,Geographic Area Code,Dirlewang,geographic,dirlewang
8268,11,6,Geographic Area Code,Tussenhausen,geographic,tussenhausen
8269,11,6,Geographic Area Code,Unteregg bei Mindelheim,geographic,unteregg bei mindelheim
8271,11,6,Geographic Area Code,Meitingen,geographic,meitingen
8272,11,6,Geographic Area Code,Wertingen,geographic,wertingen
8273,11,6,Geographic Area Code,Nordendorf,geographic,nordendorf
8274,11,6,Geographic Area Code,Buttenwiesen,geographic,buttenwiesen
8276,11,6,Geographic Area Code,Baar Schwaben,geographic,baar schwaben
8281,11,6,Geographic Area Code,Thannhausen Schwaben,geographic,thannhausen schwaben
8282,11,6,Geographic Area Code,Krumbach Schwaben,geographic,krumbach schwaben
8283,11,6,Geographic Area Code,Neuburg an der Kammel,geographic,neuburg an der kammel
8284,11,6,Geographic Area Code,Ziemetshausen,geographic,ziemetshausen
8285,11,6,Geographic Area Code,Burtenbach,geographic,burtenbach
8291,11,6,Geographic Area Code,Zusmarshausen,geographic,zusmarshausen
8292,11,6,Geographic Area Code,Dinkelscherben,geographic,dinkelscherben
8293,11,6,Geographic Area Code,Welden bei Augsburg,geographic,welden bei augsburg
8294,11,6,Geographic Area Code,Horgau,geographic,horgau
8295,11,6,Geographic Area Code,Altenmünster Schwaben,geographic,altenmuenster schwaben
8296,11,6,Geographic Area Code,Villenbach,geographic,villenbach
8302,11,6,Geographic Area Code,Görisried,geographic,goerisried
8303,11,6,Geographic Area Code,Waltenhofen,geographic,waltenhofen
8304,11,6,Geographic Area Code,Wildpoldsried,geographic,wildpoldsried
8306,11,6,Geographic Area Code,Ronsberg,geographic,ronsberg
831,11,6,Geographic Area Code,Kempten Allgäu,geographic,kempten allgaeu
8320,11,6,Geographic Area Code,Missen-Wilhams,geographic,missen-wilhams
8321,11,6,Geographic Area Code,Sonthofen,geographic,sonthofen
8322,11,6,Geographic Area Code,Oberstdorf,geographic,oberstdorf
8323,11,6,Geographic Area Code,Immenstadt im Allgäu,geographic,immenstadt im allgaeu
8324,11,6,Geographic Area Code,Hindelang,geographic,hindelang
8325,11,6,Geographic Area Code,Oberstaufen-Thalkirchdorf,geographic,oberstaufen-thalkirchdorf
8326,11,6,Geographic Area Code,Fischen im Allgäu,geographic,fischen im allgaeu
8327,11,6,Geographic Area Code,Rettenberg,geographic,rettenberg
8328,11,6,Geographic Area Code,Balderschwang,geographic,balderschwang
8330,11,6,Geographic Area Code,Legau,geographic,legau
8331,11,6,Geographic Area Code,Memmingen,geographic,memmingen
8332,11,6,Geographic Area Code,Ottobeuren,geographic,ottobeuren
8333,11,6,Geographic Area Code,Babenhausen Schwaben,geographic,babenhausen schwaben
8334,11,6,Geographic Area Code,Bad Grönenbach,geographic,bad groenenbach
8335,11,6,Geographic Area Code,Fellheim,geographic,fellheim
8336,11,6,Geographic Area Code,Erkheim,geographic,erkheim
8337,11,6,Geographic Area Code,Altenstadt Iller,geographic,altenstadt iller
8338,11,6,Geographic Area Code,Böhen,geographic,boehen
8340,11,6,Geographic Area Code,Baisweil,geographic,baisweil
8341,11,6,Geographic Area Code,Kaufbeuren,geographic,kaufbeuren
8342,11,6,Geographic Area Code,Marktoberdorf,geographic,marktoberdorf
8343,11,6,Geographic Area Code,Aitrang,geographic,aitrang
8344,11,6,Geographic Area Code,Westendorf bei Kaufbeuren,geographic,westendorf bei kaufbeuren
8345,11,6,Geographic Area Code,Stöttwang,geographic,stoettwang
8346,11,6,Geographic Area Code,Pforzen,geographic,pforzen
8347,11,6,Geographic Area Code,Friesenried,geographic,friesenried
8348,11,6,Geographic Area Code,Bidingen,geographic,bidingen
8349,11,6,Geographic Area Code,Stötten am Auerberg,geographic,stoetten am auerberg
8361,11,6,Geographic Area Code,Nesselwang,geographic,nesselwang
8362,11,6,Geographic Area Code,Füssen,geographic,fuessen
8363,11,6,Geographic Area Code,Pfronten,geographic,pfronten
8364,11,6,Geographic Area Code,Seeg,geographic,seeg
8365,11,6,Geographic Area Code,Wertach,geographic,wertach
8366,11,6,Geographic Area Code,Oy-Mittelberg,geographic,oy-mittelberg
8367,11,6,Geographic Area Code,Roßhaupten Forggensee,geographic,rosshaupten forggensee
8368,11,6,Geographic Area Code,Halblech,geographic,halblech
8369,11,6,Geographic Area Code,Rückholz,geographic,rueckholz
8370,11,6,Geographic Area Code,Wiggensbach,geographic,wiggensbach
8372,11,6,Geographic Area Code,Obergünzburg,geographic,oberguenzburg
8373,11,6,Geographic Area Code,Altusried,geographic,altusried
8374,11,6,Geographic Area Code,Dietmannsried,geographic,dietmannsried
8375,11,6,Geographic Area Code,Weitnau,geographic,weitnau
8376,11,6,Geographic Area Code,Sulzberg Allgäu,geographic,sulzberg allgaeu
8377,11,6,Geographic Area Code,Unterthingau,geographic,unterthingau
8378,11,6,Geographic Area Code,Buchenberg bei Kempten,geographic,buchenberg bei kempten
8379,11,6,Geographic Area Code,Waltenhofen-Oberdorf,geographic,waltenhofen-oberdorf
8380,11,6,Geographic Area Code,Achberg,geographic,achberg
8381,11,6,Geographic Area Code,Lindenberg im Allgäu,geographic,lindenberg im allgaeu
8382,11,6,Geographic Area Code,Lindau Bodensee,geographic,lindau bodensee
8383,11,6,Geographic Area Code,Grünenbach Allgäu,geographic,gruenenbach allgaeu
8384,11,6,Geographic Area Code,Röthenbach Allgäu,geographic,roethenbach allgaeu
8385,11,6,Geographic Area Code,Hergatz,geographic,hergatz
8386,11,6,Geographic Area Code,Oberstaufen,geographic,oberstaufen
8387,11,6,Geographic Area Code,Weiler-Simmerberg,geographic,weiler-simmerberg
8388,11,6,Geographic Area Code,Hergensweiler,geographic,hergensweiler
8389,11,6,Geographic Area Code,Weissensberg,geographic,weissensberg
8392,11,6,Geographic Area Code,Markt Rettenbach,geographic,markt rettenbach
8393,11,6,Geographic Area Code,Holzgünz,geographic,holzguenz
8394,11,6,Geographic Area Code,Lautrach,geographic,lautrach
8395,11,6,Geographic Area Code,Tannheim Württemberg,geographic,tannheim wuerttemberg
8402,11,6,Geographic Area Code,Münchsmünster,geographic,muenchsmuenster
8403,11,6,Geographic Area Code,Pförring,geographic,pfoerring
8404,11,6,Geographic Area Code,Oberdolling,geographic,oberdolling
8405,11,6,Geographic Area Code,Stammham bei Ingolstadt,geographic,stammham bei ingolstadt
8406,11,6,Geographic Area Code,Böhmfeld,geographic,boehmfeld
8407,11,6,Geographic Area Code,Grossmehring,geographic,grossmehring
841,11,6,Geographic Area Code,Ingolstadt Donau,geographic,ingolstadt donau
8421,11,6,Geographic Area Code,Eichstätt Bayern,geographic,eichstaett bayern
8422,11,6,Geographic Area Code,Dollnstein,geographic,dollnstein
8423,11,6,Geographic Area Code,Titting,geographic,titting
8424,11,6,Geographic Area Code,Nassenfels,geographic,nassenfels
8426,11,6,Geographic Area Code,Walting Kreis Eichstätt,geographic,walting kreis eichstaett
8427,11,6,Geographic Area Code,Wellheim,geographic,wellheim
8431,11,6,Geographic Area Code,Neuburg an der Donau,geographic,neuburg an der donau
8432,11,6,Geographic Area Code,Burgheim,geographic,burgheim
8433,11,6,Geographic Area Code,Königsmoos,geographic,koenigsmoos
8434,11,6,Geographic Area Code,Rennertshofen,geographic,rennertshofen
8435,11,6,Geographic Area Code,Ehekirchen,geographic,ehekirchen
8441,11,6,Geographic Area Code,Pfaffenhofen an der Ilm,geographic,pfaffenhofen an der ilm
8442,11,6,Geographic Area Code,Wolnzach,geographic,wolnzach
8443,11,6,Geographic Area Code,Hohenwart Paar,geographic,hohenwart paar
8444,11,6,Geographic Area Code,Schweitenkirchen,geographic,schweitenkirchen
8445,11,6,Geographic Area Code,Gerolsbach,geographic,gerolsbach
8446,11,6,Geographic Area Code,Pörnbach,geographic,poernbach
8450,11,6,Geographic Area Code,Ingolstadt-Zuchering,geographic,ingolstadt-zuchering
8452,11,6,Geographic Area Code,Geisenfeld,geographic,geisenfeld
8453,11,6,Geographic Area Code,Reichertshofen Oberbayern,geographic,reichertshofen oberbayern
8454,11,6,Geographic Area Code,Karlshuld,geographic,karlshuld
8456,11,6,Geographic Area Code,Lenting,geographic,lenting
8457,11,6,Geographic Area Code,Vohburg an der Donau,geographic,vohburg an der donau
8458,11,6,Geographic Area Code,Gaimersheim,geographic,gaimersheim
8459,11,6,Geographic Area Code,Manching,geographic,manching
8460,11,6,Geographic Area Code,Berching-Holnstein,geographic,berching-holnstein
8461,11,6,Geographic Area Code,Beilngries,geographic,beilngries
8462,11,6,Geographic Area Code,Berching,geographic,berching
8463,11,6,Geographic Area Code,Greding,geographic,greding
8464,11,6,Geographic Area Code,Dietfurt an der Altmühl,geographic,dietfurt an der altmuehl
8465,11,6,Geographic Area Code,Kipfenberg,geographic,kipfenberg
8466,11,6,Geographic Area Code,Denkendorf Oberbayern,geographic,denkendorf oberbayern
8467,11,6,Geographic Area Code,Kinding,geographic,kinding
8468,11,6,Geographic Area Code,Altmannstein-Pondorf,geographic,altmannstein-pondorf
8469,11,6,Geographic Area Code,Freystadt-Burggriesbach,geographic,freystadt-burggriesbach
8501,11,6,Geographic Area Code,Thyrnau,geographic,thyrnau
8502,11,6,Geographic Area Code,Fürstenzell,geographic,fuerstenzell
8503,11,6,Geographic Area Code,Neuhaus am Inn,geographic,neuhaus am inn
8504,11,6,Geographic Area Code,Tittling,geographic,tittling
8505,11,6,Geographic Area Code,Hutthurm,geographic,hutthurm
8506,11,6,Geographic Area Code,Bad Höhenstadt,geographic,bad hoehenstadt
8507,11,6,Geographic Area Code,Neuburg am Inn,geographic,neuburg am inn
8509,11,6,Geographic Area Code,Ruderting,geographic,ruderting
851,11,6,Geographic Area Code,Passau,geographic,passau
8531,11,6,Geographic Area Code,Pocking,geographic,pocking
8532,11,6,Geographic Area Code,Griesbach im Rottal,geographic,griesbach im rottal
8533,11,6,Geographic Area Code,Rotthalmünster,geographic,rotthalmuenster
8534,11,6,Geographic Area Code,Tettenweis,geographic,tettenweis
8535,11,6,Geographic Area Code,Haarbach,geographic,haarbach
8536,11,6,Geographic Area Code,Kößlarn,geographic,koesslarn
8537,11,6,Geographic Area Code,Bad Füssing-Aigen,geographic,bad fuessing-aigen
8538,11,6,Geographic Area Code,Pocking-Hartkirchen,geographic,pocking-hartkirchen
8541,11,6,Geographic Area Code,Vilshofen Niederbayern,geographic,vilshofen niederbayern
8542,11,6,Geographic Area Code,Ortenburg,geographic,ortenburg
8543,11,6,Geographic Area Code,Aidenbach,geographic,aidenbach
8544,11,6,Geographic Area Code,Eging am See,geographic,eging am see
8545,11,6,Geographic Area Code,Hofkirchen Bayern,geographic,hofkirchen bayern
8546,11,6,Geographic Area Code,Windorf-Otterskirchen,geographic,windorf-otterskirchen
8547,11,6,Geographic Area Code,Osterhofen-Gergweis,geographic,osterhofen-gergweis
8548,11,6,Geographic Area Code,Vilshofen-Sandbach,geographic,vilshofen-sandbach
8549,11,6,Geographic Area Code,Vilshofen-Pleinting,geographic,vilshofen-pleinting
8550,11,6,Geographic Area Code,Philippsreut,geographic,philippsreut
8551,11,6,Geographic Area Code,Freyung,geographic,freyung
8552,11,6,Geographic Area Code,Grafenau Niederbayern,geographic,grafenau niederbayern
8553,11,6,Geographic Area Code,Spiegelau,geographic,spiegelau
8554,11,6,Geographic Area Code,Schönberg Niederbayern,geographic,schoenberg niederbayern
8555,11,6,Geographic Area Code,Perlesreut,geographic,perlesreut
8556,11,6,Geographic Area Code,Haidmühle,geographic,haidmuehle
8557,11,6,Geographic Area Code,Mauth,geographic,mauth
8558,11,6,Geographic Area Code,Hohenau Niederbayern,geographic,hohenau niederbayern
8561,11,6,Geographic Area Code,Pfarrkirchen Niederbayern,geographic,pfarrkirchen niederbayern
8562,11,6,Geographic Area Code,Triftern,geographic,triftern
8563,11,6,Geographic Area Code,Bad Birnbach Rottal,geographic,bad birnbach rottal
8564,11,6,Geographic Area Code,Johanniskirchen,geographic,johanniskirchen
8565,11,6,Geographic Area Code,Dietersburg-Baumgarten,geographic,dietersburg-baumgarten
8571,11,6,Geographic Area Code,Simbach am Inn,geographic,simbach am inn
8572,11,6,Geographic Area Code,Tann Niederbayern,geographic,tann niederbayern
8573,11,6,Geographic Area Code,Ering,geographic,ering
8574,11,6,Geographic Area Code,Wittibreut,geographic,wittibreut
8581,11,6,Geographic Area Code,Waldkirchen Niederbayern,geographic,waldkirchen niederbayern
8582,11,6,Geographic Area Code,Röhrnbach,geographic,roehrnbach
8583,11,6,Geographic Area Code,Neureichenau,geographic,neureichenau
8584,11,6,Geographic Area Code,Breitenberg Niederbayern,geographic,breitenberg niederbayern
8585,11,6,Geographic Area Code,Grainet,geographic,grainet
8586,11,6,Geographic Area Code,Hauzenberg,geographic,hauzenberg
8591,11,6,Geographic Area Code,Obernzell,geographic,obernzell
8592,11,6,Geographic Area Code,Wegscheid Niederbayern,geographic,wegscheid niederbayern
8593,11,6,Geographic Area Code,Untergriesbach,geographic,untergriesbach
861,11,6,Geographic Area Code,Traunstein,geographic,traunstein
8621,11,6,Geographic Area Code,Trostberg,geographic,trostberg
8622,11,6,Geographic Area Code,Tacherting-Peterskirchen,geographic,tacherting-peterskirchen
8623,11,6,Geographic Area Code,Kirchweidach,geographic,kirchweidach
8624,11,6,Geographic Area Code,Obing,geographic,obing
8628,11,6,Geographic Area Code,Kienberg Oberbayern,geographic,kienberg oberbayern
8629,11,6,Geographic Area Code,Palling,geographic,palling
8630,11,6,Geographic Area Code,Oberneukirchen,geographic,oberneukirchen
8631,11,6,Geographic Area Code,Mühldorf am Inn,geographic,muehldorf am inn
8633,11,6,Geographic Area Code,Tüßling,geographic,tuessling
8634,11,6,Geographic Area Code,Garching an der Alz,geographic,garching an der alz
8635,11,6,Geographic Area Code,Pleiskirchen,geographic,pleiskirchen
8636,11,6,Geographic Area Code,Ampfing,geographic,ampfing
8637,11,6,Geographic Area Code,Lohkirchen,geographic,lohkirchen
8638,11,6,Geographic Area Code,Waldkraiburg,geographic,waldkraiburg
8639,11,6,Geographic Area Code,Neumarkt-Sankt Veit,geographic,neumarkt-sankt veit
8640,11,6,Geographic Area Code,Reit Im Winkl,geographic,reit im winkl
8641,11,6,Geographic Area Code,Grassau Kreis Traunstein,geographic,grassau kreis traunstein
8642,11,6,Geographic Area Code,Übersee,geographic,uebersee
8649,11,6,Geographic Area Code,Schleching,geographic,schleching
8650,11,6,Geographic Area Code,Marktschellenberg,geographic,marktschellenberg
8651,11,6,Geographic Area Code,Bad Reichenhall,geographic,bad reichenhall
8652,11,6,Geographic Area Code,Berchtesgaden,geographic,berchtesgaden
8654,11,6,Geographic Area Code,Freilassing,geographic,freilassing
8656,11,6,Geographic Area Code,Anger,geographic,anger
8657,11,6,Geographic Area Code,Ramsau bei Berchtesgaden,geographic,ramsau bei berchtesgaden
8661,11,6,Geographic Area Code,Grabenstätt Chiemsee,geographic,grabenstaett chiemsee
8662,11,6,Geographic Area Code,Siegsdorf Kreis Traunstein,geographic,siegsdorf kreis traunstein
8663,11,6,Geographic Area Code,Ruhpolding,geographic,ruhpolding
8664,11,6,Geographic Area Code,Chieming,geographic,chieming
8665,11,6,Geographic Area Code,Inzell,geographic,inzell
8666,11,6,Geographic Area Code,Teisendorf,geographic,teisendorf
8667,11,6,Geographic Area Code,Seeon-Seebruck,geographic,seeon-seebruck
8669,11,6,Geographic Area Code,Traunreut,geographic,traunreut
8670,11,6,Geographic Area Code,Reischach Kreis Altötting,geographic,reischach kreis altoetting
8671,11,6,Geographic Area Code,Altötting,geographic,altoetting
8677,11,6,Geographic Area Code,Burghausen Salzach,geographic,burghausen salzach
8678,11,6,Geographic Area Code,Marktl,geographic,marktl
8679,11,6,Geographic Area Code,Burgkirchen an der Alz,geographic,burgkirchen an der alz
8681,11,6,Geographic Area Code,Waging am See,geographic,waging am see
8682,11,6,Geographic Area Code,Laufen Salzach,geographic,laufen salzach
8683,11,6,Geographic Area Code,Tittmoning,geographic,tittmoning
8684,11,6,Geographic Area Code,Fridolfing,geographic,fridolfing
8685,11,6,Geographic Area Code,Kirchanschöring,geographic,kirchanschoering
8686,11,6,Geographic Area Code,Petting,geographic,petting
8687,11,6,Geographic Area Code,Taching-Tengling,geographic,taching-tengling
8702,11,6,Geographic Area Code,Wörth an der Isar,geographic,woerth an der isar
8703,11,6,Geographic Area Code,Essenbach,geographic,essenbach
8704,11,6,Geographic Area Code,Altdorf-Pfettrach,geographic,altdorf-pfettrach
8705,11,6,Geographic Area Code,Altfraunhofen,geographic,altfraunhofen
8706,11,6,Geographic Area Code,Vilsheim,geographic,vilsheim
8707,11,6,Geographic Area Code,Adlkofen,geographic,adlkofen
8708,11,6,Geographic Area Code,Weihmichl-Unterneuhausen,geographic,weihmichl-unterneuhausen
8709,11,6,Geographic Area Code,Eching Niederbayern,geographic,eching niederbayern
871,11,6,Geographic Area Code,Landshut,geographic,landshut
8721,11,6,Geographic Area Code,Eggenfelden,geographic,eggenfelden
8722,11,6,Geographic Area Code,Gangkofen,geographic,gangkofen
8723,11,6,Geographic Area Code,Arnstorf,geographic,arnstorf
8724,11,6,Geographic Area Code,Massing,geographic,massing
8725,11,6,Geographic Area Code,Wurmannsquick,geographic,wurmannsquick
8726,11,6,Geographic Area Code,Schönau Niederbayern,geographic,schoenau niederbayern
8727,11,6,Geographic Area Code,Falkenberg Niederbayern,geographic,falkenberg niederbayern
8728,11,6,Geographic Area Code,Geratskirchen,geographic,geratskirchen
8731,11,6,Geographic Area Code,Dingolfing,geographic,dingolfing
8732,11,6,Geographic Area Code,Frontenhausen,geographic,frontenhausen
8733,11,6,Geographic Area Code,Mengkofen,geographic,mengkofen
8734,11,6,Geographic Area Code,Reisbach Niederbayern,geographic,reisbach niederbayern
8735,11,6,Geographic Area Code,Gangkofen-Kollbach,geographic,gangkofen-kollbach
8741,11,6,Geographic Area Code,Vilsbiburg,geographic,vilsbiburg
8742,11,6,Geographic Area Code,Velden Vils,geographic,velden vils
8743,11,6,Geographic Area Code,Geisenhausen,geographic,geisenhausen
8744,11,6,Geographic Area Code,Gerzen,geographic,gerzen
8745,11,6,Geographic Area Code,Bodenkirchen,geographic,bodenkirchen
8751,11,6,Geographic Area Code,Mainburg,geographic,mainburg
8752,11,6,Geographic Area Code,Au in der Hallertau,geographic,au in der hallertau
8753,11,6,Geographic Area Code,Elsendorf Niederbayern,geographic,elsendorf niederbayern
8754,11,6,Geographic Area Code,Volkenschwand,geographic,volkenschwand
8756,11,6,Geographic Area Code,Nandlstadt,geographic,nandlstadt
8761,11,6,Geographic Area Code,Moosburg an der Isar,geographic,moosburg an der isar
8762,11,6,Geographic Area Code,Wartenberg Oberbayern,geographic,wartenberg oberbayern
8764,11,6,Geographic Area Code,Mauern Kreis Freising,geographic,mauern kreis freising
8765,11,6,Geographic Area Code,Bruckberg Niederbayern,geographic,bruckberg niederbayern
8766,11,6,Geographic Area Code,Gammelsdorf,geographic,gammelsdorf
8771,11,6,Geographic Area Code,Ergoldsbach,geographic,ergoldsbach
8772,11,6,Geographic Area Code,Mallersdorf-Pfaffenberg,geographic,mallersdorf-pfaffenberg
8773,11,6,Geographic Area Code,Neufahrn in Niederbayern,geographic,neufahrn in niederbayern
8774,11,6,Geographic Area Code,Bayerbach bei Ergoldsbach,geographic,bayerbach bei ergoldsbach
8781,11,6,Geographic Area Code,Rottenburg an der Laaber,geographic,rottenburg an der laaber
8782,11,6,Geographic Area Code,Pfeffenhausen,geographic,pfeffenhausen
8783,11,6,Geographic Area Code,Rohr in Niederbayern,geographic,rohr in niederbayern
8784,11,6,Geographic Area Code,Hohenthann,geographic,hohenthann
8785,11,6,Geographic Area Code,Rottenburg-Oberroning,geographic,rottenburg-oberroning
8801,11,6,Geographic Area Code,Seeshaupt,geographic,seeshaupt
8802,11,6,Geographic Area Code,Huglfing,geographic,huglfing
8803,11,6,Geographic Area Code,Peissenberg,geographic,peissenberg
8805,11,6,Geographic Area Code,Hohenpeissenberg,geographic,hohenpeissenberg
8806,11,6,Geographic Area Code,Utting am Ammersee,geographic,utting am ammersee
8807,11,6,Geographic Area Code,Dießen am Ammersee,geographic,diessen am ammersee
8808,11,6,Geographic Area Code,Pähl,geographic,paehl
8809,11,6,Geographic Area Code,Wessobrunn,geographic,wessobrunn
881,11,6,Geographic Area Code,Weilheim in Oberbayern,geographic,weilheim in oberbayern
8821,11,6,Geographic Area Code,Garmisch-Partenkirchen,geographic,garmisch-partenkirchen
8822,11,6,Geographic Area Code,Oberammergau,geographic,oberammergau
8823,11,6,Geographic Area Code,Mittenwald,geographic,mittenwald
8824,11,6,Geographic Area Code,Oberau Loisach,geographic,oberau loisach
8825,11,6,Geographic Area Code,Krün,geographic,kruen
8841,11,6,Geographic Area Code,Murnau am Staffelsee,geographic,murnau am staffelsee
8845,11,6,Geographic Area Code,Bad Kohlgrub,geographic,bad kohlgrub
8846,11,6,Geographic Area Code,Uffing am Staffelsee,geographic,uffing am staffelsee
8847,11,6,Geographic Area Code,Obersöchering,geographic,obersoechering
8851,11,6,Geographic Area Code,Kochel am See,geographic,kochel am see
8856,11,6,Geographic Area Code,Penzberg,geographic,penzberg
8857,11,6,Geographic Area Code,Benediktbeuern,geographic,benediktbeuern
8858,11,6,Geographic Area Code,Kochel-Walchensee,geographic,kochel-walchensee
8860,11,6,Geographic Area Code,Bernbeuren,geographic,bernbeuren
8861,11,6,Geographic Area Code,Schongau,geographic,schongau
8862,11,6,Geographic Area Code,Steingaden Oberbayern,geographic,steingaden oberbayern
8867,11,6,Geographic Area Code,Rottenbuch Oberbayern,geographic,rottenbuch oberbayern
8868,11,6,Geographic Area Code,Schwabsoien,geographic,schwabsoien
8869,11,6,Geographic Area Code,Kinsau,geographic,kinsau
89,11,5,Geographic Area Code,München,geographic,muenchen
9001,10,10,Non-geographic number - Premium services,Information services,"nongeo,internal",information services
9003,10,10,Non-geographic number - Premium services,Entertainment services,"nongeo,internal",entertainment services
9005,10,10,Non-geographic number - Premium services,Other premium services,"nongeo,internal",other premium services
9009,11,11,Non-geographic number - Premium services,Dialers subject to registration,"nongeo,internal",dialers subject to registration
906,11,6,Geographic Area Code,Donauwörth,geographic,donauwoerth
9070,11,6,Geographic Area Code,Tapfheim,geographic,tapfheim
9071,11,6,Geographic Area Code,Dillingen an der Donau,geographic,dillingen an der donau
9072,11,6,Geographic Area Code,Lauingen Donau,geographic,lauingen donau
9073,11,6,Geographic Area Code,Gundelfingen an der Donau,geographic,gundelfingen an der donau
